Subject,Start Date,Start Time,End Date,End Time,Location
25 May 2022,24-05-22,20:00,24-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/042.png
26 May 2022,25-05-22,20:00,25-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/043.png
27 May 2022,26-05-22,20:00,26-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/044.png
28 May 2022,27-05-22,20:00,27-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/045.png
29 May 2022,28-05-22,20:00,28-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/046.png
30 May 2022,29-05-22,20:00,29-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/047.png
31 May 2022,30-05-22,20:00,30-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/048.png
01 June 2022,31-05-22,20:00,31-05-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/049.png
02 June 2022,01-06-22,20:00,01-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/050.png
03 June 2022,02-06-22,20:00,02-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/051.png
04 June 2022,03-06-22,20:00,03-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/052.png
05 June 2022,04-06-22,20:00,04-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/053.png
06 June 2022,05-06-22,20:00,05-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/054.png
07 June 2022,06-06-22,20:00,06-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/055.png
08 June 2022,07-06-22,20:00,07-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/056.png
09 June 2022,08-06-22,20:00,08-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/057.png
10 June 2022,09-06-22,20:00,09-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/058.png
11 June 2022,10-06-22,20:00,10-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/059.png
12 June 2022,11-06-22,20:00,11-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/060.png
13 June 2022,12-06-22,20:00,12-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/061.png
14 June 2022,13-06-22,20:00,13-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/062.png
15 June 2022,14-06-22,20:00,14-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/063.png
16 June 2022,15-06-22,20:00,15-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/064.png
17 June 2022,16-06-22,20:00,16-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/065.png
18 June 2022,17-06-22,20:00,17-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/066.png
19 June 2022,18-06-22,20:00,18-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/067.png
20 June 2022,19-06-22,20:00,19-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/068.png
21 June 2022,20-06-22,20:00,20-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/069.png
22 June 2022,21-06-22,20:00,21-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/070.png
23 June 2022,22-06-22,20:00,22-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/071.png
24 June 2022,23-06-22,20:00,23-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/072.png
25 June 2022,24-06-22,20:00,24-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/073.png
26 June 2022,25-06-22,20:00,25-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/074.png
27 June 2022,26-06-22,20:00,26-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/075.png
28 June 2022,27-06-22,20:00,27-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/076.png
29 June 2022,28-06-22,20:00,28-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/077.png
30 June 2022,29-06-22,20:00,29-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/078.png
01 July 2022,30-06-22,20:00,30-06-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/079.png
02 July 2022,01-07-22,20:00,01-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/080.png
03 July 2022,02-07-22,20:00,02-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/081.png
04 July 2022,03-07-22,20:00,03-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/082.png
05 July 2022,04-07-22,20:00,04-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/083.png
06 July 2022,05-07-22,20:00,05-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/084.png
07 July 2022,06-07-22,20:00,06-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/085.png
08 July 2022,07-07-22,20:00,07-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/086.png
09 July 2022,08-07-22,20:00,08-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/087.png
10 July 2022,09-07-22,20:00,09-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/088.png
11 July 2022,10-07-22,20:00,10-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/089.png
12 July 2022,11-07-22,20:00,11-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/090.png
13 July 2022,12-07-22,20:00,12-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/091.png
14 July 2022,13-07-22,20:00,13-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/092.png
15 July 2022,14-07-22,20:00,14-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/093.png
16 July 2022,15-07-22,20:00,15-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/094.png
17 July 2022,16-07-22,20:00,16-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/095.png
18 July 2022,17-07-22,20:00,17-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/096.png
19 July 2022,18-07-22,20:00,18-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/097.png
20 July 2022,19-07-22,20:00,19-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/098.png
21 July 2022,20-07-22,20:00,20-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/099.png
22 July 2022,21-07-22,20:00,21-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/100.png
23 July 2022,22-07-22,20:00,22-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/101.png
24 July 2022,23-07-22,20:00,23-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/102.png
25 July 2022,24-07-22,20:00,24-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/103.png
26 July 2022,25-07-22,20:00,25-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/104.png
27 July 2022,26-07-22,20:00,26-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/105.png
28 July 2022,27-07-22,20:00,27-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/106.png
29 July 2022,28-07-22,20:00,28-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/107.png
30 July 2022,29-07-22,20:00,29-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/108.png
31 July 2022,30-07-22,20:00,30-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/109.png
01 August 2022,31-07-22,20:00,31-07-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/110.png
02 August 2022,01-08-22,20:00,01-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/111.png
03 August 2022,02-08-22,20:00,02-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/112.png
04 August 2022,03-08-22,20:00,03-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/113.png
05 August 2022,04-08-22,20:00,04-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/114.png
06 August 2022,05-08-22,20:00,05-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/115.png
07 August 2022,06-08-22,20:00,06-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/116.png
08 August 2022,07-08-22,20:00,07-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/117.png
09 August 2022,08-08-22,20:00,08-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/118.png
10 August 2022,09-08-22,20:00,09-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/119.png
11 August 2022,10-08-22,20:00,10-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/120.png
12 August 2022,11-08-22,20:00,11-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/121.png
13 August 2022,12-08-22,20:00,12-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/122.png
14 August 2022,13-08-22,20:00,13-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/123.png
15 August 2022,14-08-22,20:00,14-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/124.png
16 August 2022,15-08-22,20:00,15-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/125.png
17 August 2022,16-08-22,20:00,16-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/126.png
18 August 2022,17-08-22,20:00,17-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/127.png
19 August 2022,18-08-22,20:00,18-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/128.png
20 August 2022,19-08-22,20:00,19-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/129.png
21 August 2022,20-08-22,20:00,20-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/130.png
22 August 2022,21-08-22,20:00,21-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/131.png
23 August 2022,22-08-22,20:00,22-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/132.png
24 August 2022,23-08-22,20:00,23-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/133.png
25 August 2022,24-08-22,20:00,24-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/134.png
26 August 2022,25-08-22,20:00,25-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/135.png
27 August 2022,26-08-22,20:00,26-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/136.png
28 August 2022,27-08-22,20:00,27-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/137.png
29 August 2022,28-08-22,20:00,28-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/138.png
30 August 2022,29-08-22,20:00,29-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/139.png
31 August 2022,30-08-22,20:00,30-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/140.png
01 September 2022,31-08-22,20:00,31-08-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/141.png
02 September 2022,01-09-22,20:00,01-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/142.png
03 September 2022,02-09-22,20:00,02-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/143.png
04 September 2022,03-09-22,20:00,03-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/144.png
05 September 2022,04-09-22,20:00,04-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/145.png
06 September 2022,05-09-22,20:00,05-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/146.png
07 September 2022,06-09-22,20:00,06-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/147.png
08 September 2022,07-09-22,20:00,07-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/148.png
09 September 2022,08-09-22,20:00,08-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/149.png
10 September 2022,09-09-22,20:00,09-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/150.png
11 September 2022,10-09-22,20:00,10-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/151.png
12 September 2022,11-09-22,20:00,11-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/152.png
13 September 2022,12-09-22,20:00,12-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/153.png
14 September 2022,13-09-22,20:00,13-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/154.png
15 September 2022,14-09-22,20:00,14-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/155.png
16 September 2022,15-09-22,20:00,15-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/156.png
17 September 2022,16-09-22,20:00,16-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/157.png
18 September 2022,17-09-22,20:00,17-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/158.png
19 September 2022,18-09-22,20:00,18-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/159.png
20 September 2022,19-09-22,20:00,19-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/160.png
21 September 2022,20-09-22,20:00,20-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/161.png
22 September 2022,21-09-22,20:00,21-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/162.png
23 September 2022,22-09-22,20:00,22-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/163.png
24 September 2022,23-09-22,20:00,23-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/164.png
25 September 2022,24-09-22,20:00,24-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/165.png
26 September 2022,25-09-22,20:00,25-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/166.png
27 September 2022,26-09-22,20:00,26-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/167.png
28 September 2022,27-09-22,20:00,27-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/168.png
29 September 2022,28-09-22,20:00,28-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/169.png
30 September 2022,29-09-22,20:00,29-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/170.png
01 October 2022,30-09-22,20:00,30-09-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/171.png
02 October 2022,01-10-22,20:00,01-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/172.png
03 October 2022,02-10-22,20:00,02-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/173.png
04 October 2022,03-10-22,20:00,03-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/174.png
05 October 2022,04-10-22,20:00,04-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/175.png
06 October 2022,05-10-22,20:00,05-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/176.png
07 October 2022,06-10-22,20:00,06-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/177.png
08 October 2022,07-10-22,20:00,07-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/178.png
09 October 2022,08-10-22,20:00,08-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/179.png
10 October 2022,09-10-22,20:00,09-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/180.png
11 October 2022,10-10-22,20:00,10-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/181.png
12 October 2022,11-10-22,20:00,11-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/182.png
13 October 2022,12-10-22,20:00,12-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/183.png
14 October 2022,13-10-22,20:00,13-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/184.png
15 October 2022,14-10-22,20:00,14-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/185.png
16 October 2022,15-10-22,20:00,15-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/186.png
17 October 2022,16-10-22,20:00,16-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/187.png
18 October 2022,17-10-22,20:00,17-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/188.png
19 October 2022,18-10-22,20:00,18-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/189.png
20 October 2022,19-10-22,20:00,19-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/190.png
21 October 2022,20-10-22,20:00,20-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/191.png
22 October 2022,21-10-22,20:00,21-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/192.png
23 October 2022,22-10-22,20:00,22-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/193.png
24 October 2022,23-10-22,20:00,23-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/194.png
25 October 2022,24-10-22,20:00,24-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/195.png
26 October 2022,25-10-22,20:00,25-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/196.png
27 October 2022,26-10-22,20:00,26-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/197.png
28 October 2022,27-10-22,20:00,27-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/198.png
29 October 2022,28-10-22,20:00,28-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/199.png
30 October 2022,29-10-22,20:00,29-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/200.png
31 October 2022,30-10-22,20:00,30-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/201.png
01 November 2022,31-10-22,20:00,31-10-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/202.png
02 November 2022,01-11-22,20:00,01-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/203.png
03 November 2022,02-11-22,20:00,02-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/204.png
04 November 2022,03-11-22,20:00,03-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/205.png
05 November 2022,04-11-22,20:00,04-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/206.png
06 November 2022,05-11-22,20:00,05-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/207.png
07 November 2022,06-11-22,20:00,06-11-22,20:30,https://github.com/karthikraman/panchangam/raw/master/png/madrapurI-5123/daily/208.png
