Subject,Start Date,Start Time,End Date,End Time,Location
12 July 2023,11-07-23,20:00,11-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/090.png
13 July 2023,12-07-23,20:00,12-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/091.png
14 July 2023,13-07-23,20:00,13-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/092.png
15 July 2023,14-07-23,20:00,14-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/093.png
16 July 2023,15-07-23,20:00,15-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/094.png
17 July 2023,16-07-23,20:00,16-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/095.png
18 July 2023,17-07-23,20:00,17-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/096.png
19 July 2023,18-07-23,20:00,18-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/097.png
20 July 2023,19-07-23,20:00,19-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/098.png
21 July 2023,20-07-23,20:00,20-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/099.png
22 July 2023,21-07-23,20:00,21-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/100.png
23 July 2023,22-07-23,20:00,22-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/101.png
24 July 2023,23-07-23,20:00,23-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/102.png
25 July 2023,24-07-23,20:00,24-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/103.png
26 July 2023,25-07-23,20:00,25-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/104.png
27 July 2023,26-07-23,20:00,26-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/105.png
28 July 2023,27-07-23,20:00,27-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/106.png
29 July 2023,28-07-23,20:00,28-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/107.png
30 July 2023,29-07-23,20:00,29-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/108.png
31 July 2023,30-07-23,20:00,30-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/109.png
01 August 2023,31-07-23,20:00,31-07-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/110.png
02 August 2023,01-08-23,20:00,01-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/111.png
03 August 2023,02-08-23,20:00,02-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/112.png
04 August 2023,03-08-23,20:00,03-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/113.png
05 August 2023,04-08-23,20:00,04-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/114.png
06 August 2023,05-08-23,20:00,05-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/115.png
07 August 2023,06-08-23,20:00,06-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/116.png
08 August 2023,07-08-23,20:00,07-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/117.png
09 August 2023,08-08-23,20:00,08-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/118.png
10 August 2023,09-08-23,20:00,09-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/119.png
11 August 2023,10-08-23,20:00,10-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/120.png
12 August 2023,11-08-23,20:00,11-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/121.png
13 August 2023,12-08-23,20:00,12-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/122.png
14 August 2023,13-08-23,20:00,13-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/123.png
15 August 2023,14-08-23,20:00,14-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/124.png
16 August 2023,15-08-23,20:00,15-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/125.png
17 August 2023,16-08-23,20:00,16-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/126.png
18 August 2023,17-08-23,20:00,17-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/127.png
19 August 2023,18-08-23,20:00,18-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/128.png
20 August 2023,19-08-23,20:00,19-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/129.png
21 August 2023,20-08-23,20:00,20-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/130.png
22 August 2023,21-08-23,20:00,21-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/131.png
23 August 2023,22-08-23,20:00,22-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/132.png
24 August 2023,23-08-23,20:00,23-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/133.png
25 August 2023,24-08-23,20:00,24-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/134.png
26 August 2023,25-08-23,20:00,25-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/135.png
27 August 2023,26-08-23,20:00,26-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/136.png
28 August 2023,27-08-23,20:00,27-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/137.png
29 August 2023,28-08-23,20:00,28-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/138.png
30 August 2023,29-08-23,20:00,29-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/139.png
31 August 2023,30-08-23,20:00,30-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/140.png
01 September 2023,31-08-23,20:00,31-08-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/141.png
02 September 2023,01-09-23,20:00,01-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/142.png
03 September 2023,02-09-23,20:00,02-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/143.png
04 September 2023,03-09-23,20:00,03-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/144.png
05 September 2023,04-09-23,20:00,04-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/145.png
06 September 2023,05-09-23,20:00,05-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/146.png
07 September 2023,06-09-23,20:00,06-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/147.png
08 September 2023,07-09-23,20:00,07-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/148.png
09 September 2023,08-09-23,20:00,08-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/149.png
10 September 2023,09-09-23,20:00,09-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/150.png
11 September 2023,10-09-23,20:00,10-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/151.png
12 September 2023,11-09-23,20:00,11-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/152.png
13 September 2023,12-09-23,20:00,12-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/153.png
14 September 2023,13-09-23,20:00,13-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/154.png
15 September 2023,14-09-23,20:00,14-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/155.png
16 September 2023,15-09-23,20:00,15-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/156.png
17 September 2023,16-09-23,20:00,16-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/157.png
18 September 2023,17-09-23,20:00,17-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/158.png
19 September 2023,18-09-23,20:00,18-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/159.png
20 September 2023,19-09-23,20:00,19-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/160.png
21 September 2023,20-09-23,20:00,20-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/161.png
22 September 2023,21-09-23,20:00,21-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/162.png
23 September 2023,22-09-23,20:00,22-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/163.png
24 September 2023,23-09-23,20:00,23-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/164.png
25 September 2023,24-09-23,20:00,24-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/165.png
26 September 2023,25-09-23,20:00,25-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/166.png
27 September 2023,26-09-23,20:00,26-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/167.png
28 September 2023,27-09-23,20:00,27-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/168.png
29 September 2023,28-09-23,20:00,28-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/169.png
30 September 2023,29-09-23,20:00,29-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/170.png
01 October 2023,30-09-23,20:00,30-09-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/171.png
02 October 2023,01-10-23,20:00,01-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/172.png
03 October 2023,02-10-23,20:00,02-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/173.png
04 October 2023,03-10-23,20:00,03-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/174.png
05 October 2023,04-10-23,20:00,04-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/175.png
06 October 2023,05-10-23,20:00,05-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/176.png
07 October 2023,06-10-23,20:00,06-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/177.png
08 October 2023,07-10-23,20:00,07-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/178.png
09 October 2023,08-10-23,20:00,08-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/179.png
10 October 2023,09-10-23,20:00,09-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/180.png
11 October 2023,10-10-23,20:00,10-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/181.png
12 October 2023,11-10-23,20:00,11-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/182.png
13 October 2023,12-10-23,20:00,12-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/183.png
14 October 2023,13-10-23,20:00,13-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/184.png
15 October 2023,14-10-23,20:00,14-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/185.png
16 October 2023,15-10-23,20:00,15-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/186.png
17 October 2023,16-10-23,20:00,16-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/187.png
18 October 2023,17-10-23,20:00,17-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/188.png
19 October 2023,18-10-23,20:00,18-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/189.png
20 October 2023,19-10-23,20:00,19-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/190.png
21 October 2023,20-10-23,20:00,20-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/191.png
22 October 2023,21-10-23,20:00,21-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/192.png
23 October 2023,22-10-23,20:00,22-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/193.png
24 October 2023,23-10-23,20:00,23-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/194.png
25 October 2023,24-10-23,20:00,24-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/195.png
26 October 2023,25-10-23,20:00,25-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/196.png
27 October 2023,26-10-23,20:00,26-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/197.png
28 October 2023,27-10-23,20:00,27-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/198.png
29 October 2023,28-10-23,20:00,28-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/199.png
30 October 2023,29-10-23,20:00,29-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/200.png
31 October 2023,30-10-23,20:00,30-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/201.png
01 November 2023,31-10-23,20:00,31-10-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/202.png
02 November 2023,01-11-23,20:00,01-11-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/203.png
03 November 2023,02-11-23,20:00,02-11-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/204.png
04 November 2023,03-11-23,20:00,03-11-23,20:30,https://github.com/karthikraman/panchangam/raw/master/png/Madrapuri-5124/daily/205.png
